0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0.847097933	0	0	0	0	0	0	0	0	0
0.960466266	0.944284916	0.746144712	0.590142787	0	0	0	0	0	0
0.959797919	0.943638206	0.866381049	0.845356405	0.751787245	0.693312347	0.008117019	0	0	0
0.95911628	0.942978442	0.864516735	0.843167543	0.760269582	0.745947838	0.691316485	0.660572588	0.001718337	0
0.958421528	0.942305565	0.862617135	0.840939105	0.757033646	0.742558241	0.68723619	0.658750772	0.577789009	0.555362225
0.968446255	0.949861646	0.870853603	0.848533154	0.763021231	0.744700909	0.687565923	0.666108012	0.585389793	0.568486631
0.964289248	0.94683826	0.866795421	0.843046367	0.758435071	0.740531683	0.686001301	0.651263654	0.58037436	0.562422812
0.477312535	0.927055478	0.848547459	0.816691279	0.733497977	0.718114913	0.667613566	0.631353199	0.542295992	0.528484643
0.435803413	0.854792416	0.781917036	0.752332985	0.671024203	0.653239369	0.587884545	0.544273794	0.389379948	0.258891016
0.401493788	0.788162112	0.720518529	0.693046391	0.613871396	0.594224751	0.529583991	0.454252183	0.001077918	0.001077614
0.370204687	0.726725519	0.663941324	0.638431787	0.561586618	0.539434373	0.463324994	0.390496582	0.000932593	0.000931958
0.354047835	0.694975674	0.634716868	0.610227823	0.534732044	0.505378366	0.421136528	0.339848787	0.000861147	0.000860372
0.961607277	0.695096195	0.637791932	0.617231607	0.552116811	0.53982693	0.46970734	0.44571051	0.000840217	0.00080802
0.960399687	0.944220424	0.867825985	0.848146141	0.643194079	0.551819563	0.500072062	0.478847563	0.394564986	0.366001159
0.959989488	0.943823576	0.866768062	0.845757484	0.763282597	0.748850822	0.58302176	0.611657083	0.423447728	0.395655453
0.959579766	0.943427086	0.865638733	0.84443295	0.76230073	0.747941554	0.69298321	0.664818525	0.483216941	0.484443754
0.959166765	0.943027318	0.864502788	0.843102515	0.760444582	0.745981932	0.690836549	0.662350893	0.586221218	0.559820175
0.958714724	0.942589521	0.863280475	0.841677308	0.758510709	0.743945062	0.688316703	0.659652948	0.581937194	0.552038729
0.95821768	0.942108154	0.861939728	0.840114474	0.756304026	0.741652727	0.685661197	0.656758547	0.578953087	0.548879504
0.967161417	0.948340178	0.869626164	0.845482528	0.761478424	0.741546154	0.684609056	0.662254453	0.581026912	0.56029737
0.40138334	0.910455525	0.842657566	0.810623527	0.727580607	0.711681068	0.655272007	0.624009371	0.521326721	0.502380311
0.426932424	0.839486361	0.776489675	0.746743441	0.665610909	0.647386789	0.581623375	0.533556521	0.398579091	0.385872334
0.39769417	0.774049222	0.715517521	0.687897444	0.608919263	0.588900983	0.521952868	0.449802488	0.298509806	0.283429086
0.367439359	0.713712752	0.659332991	0.633688688	0.557056129	0.527654171	0.458177477	0.387518883	0.023201784	0.023201784
0.338835776	0.658079505	0.607560217	0.583751678	0.509610355	0.479985207	0.399344325	0.312888235	0.020168606	0.020168606
0.318883747	0.61911279	0.571317375	0.54880327	0.47660777	0.446992397	0.352211505	0.254392952	0.018151697	0.018151697
0.632502139	0.930523634	0.568859994	0.549535453	0.496369064	0.483050764	0.410599113	0.328974485	0.019533716	0.017507246
